scorer,DLC_dlcrnetms5_CMar11shuffle1_19000,DLC_dlcrnetms5_CMar11shuffle1_19000,DLC_dlcrnetms5_CMar11shuffle1_19000,DLC_dlcrnetms5_CMar11shuffle1_19000,DLC_dlcrnetms5_CMar11shuffle1_19000,DLC_dlcrnetms5_CMar11shuffle1_19000,DLC_dlcrnetms5_CMar11shuffle1_19000,DLC_dlcrnetms5_CMar11shuffle1_19000,DLC_dlcrnetms5_CMar11shuffle1_19000,DLC_dlcrnetms5_CMar11shuffle1_19000,DLC_dlcrnetms5_CMar11shuffle1_19000,DLC_dlcrnetms5_CMar11shuffle1_19000,DLC_dlcrnetms5_CMar11shuffle1_19000,DLC_dlcrnetms5_CMar11shuffle1_19000,DLC_dlcrnetms5_CMar11shuffle1_19000,DLC_dlcrnetms5_CMar11shuffle1_19000,DLC_dlcrnetms5_CMar11shuffle1_19000,DLC_dlcrnetms5_CMar11shuffle1_19000,DLC_dlcrnetms5_CMar11shuffle1_19000,DLC_dlcrnetms5_CMar11shuffle1_19000,DLC_dlcrnetms5_CMar11shuffle1_19000,DLC_dlcrnetms5_CMar11shuffle1_19000,DLC_dlcrnetms5_CMar11shuffle1_19000,DLC_dlcrnetms5_CMar11shuffle1_19000,DLC_dlcrnetms5_CMar11shuffle1_19000,DLC_dlcrnetms5_CMar11shuffle1_19000,DLC_dlcrnetms5_CMar11shuffle1_19000,DLC_dlcrnetms5_CMar11shuffle1_19000,DLC_dlcrnetms5_CMar11shuffle1_19000,DLC_dlcrnetms5_CMar11shuffle1_19000,DLC_dlcrnetms5_CMar11shuffle1_19000,DLC_dlcrnetms5_CMar11shuffle1_19000,DLC_dlcrnetms5_CMar11shuffle1_19000,DLC_dlcrnetms5_CMar11shuffle1_19000,DLC_dlcrnetms5_CMar11shuffle1_19000,DLC_dlcrnetms5_CMar11shuffle1_19000
individuals,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual3,individual3,individual3,individual3,individual3,individual3,individual3,individual3,individual3,individual3,individual3,individual3
bodyparts,snout,snout,snout,rightear,rightear,rightear,leftear,leftear,leftear,tailbase,tailbase,tailbase,snout,snout,snout,rightear,rightear,rightear,leftear,leftear,leftear,tailbase,tailbase,tailbase,snout,snout,snout,rightear,rightear,rightear,leftear,leftear,leftear,tailbase,tailbase,tailbase
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
931,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
933,795.535,634.866,0.718999981880188,759.891,602.898,1.0,804.139,659.163,1.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
935,795.041,635.811,0.8529999852180481,757.676,607.604,1.0,800.209,654.992,1.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
936,794.552,636.13,0.921999990940094,756.105,607.687,1.0,798.887,655.477,1.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
939,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
955,1080.704,632.359,1.0,1044.534,542.431,1.0,1101.546,542.783,1.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
956,1071.904,653.466,1.0,1047.394,554.32,1.0,1106.728,548.18,1.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
970,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
999,762.428,714.582,0.9210000038146973,868.206,570.987,1.0,795.146,546.135,1.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
1000,760.799,723.718,1.0,864.686,575.668,1.0,792.485,545.695,1.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
1001,752.461,717.362,1.0,860.686,575.375,1.0,792.215,552.558,1.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
1002,746.523,722.932,0.9980000257492065,867.101,588.477,1.0,797.261,560.877,1.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
1003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1019,699.549,708.938,1.0,846.547,598.593,1.0,797.213,565.447,0.9729999899864197,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
1020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1023,649.021,674.556,1.0,823.282,592.948,1.0,769.216,547.15,1.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
1024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1040,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1041,259.608,603.578,0.9350000023841858,309.758,621.436,0.9990000128746033,285.45,603.509,0.296999990940094,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
1042,245.675,586.917,0.8349999785423279,293.763,605.735,1.0,285.534,572.956,0.5680000185966492,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
1043,228.667,564.514,0.5090000033378601,318.847,565.464,1.0,291.255,603.474,0.20100000500679016,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
1044,186.722,586.986,0.9940000176429749,272.69,582.613,1.0,275.283,554.751,1.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
1045,173.897,581.762,1.0,256.156,585.428,1.0,270.039,551.408,1.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
1046,172.658,579.419,1.0,250.015,583.327,1.0,257.572,550.399,1.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
1047,174.222,582.615,1.0,247.717,585.028,1.0,260.038,550.513,1.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
1048,175.928,582.677,1.0,253.316,585.866,1.0,267.402,548.515,1.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
1049,179.623,584.173,1.0,256.454,587.025,1.0,272.713,549.923,1.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
1050,178.792,585.453,1.0,261.865,586.415,1.0,275.162,550.312,1.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
1051,179.513,583.538,1.0,262.267,585.209,1.0,274.761,552.239,1.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
1052,177.822,583.151,1.0,261.775,587.635,1.0,275.385,554.674,1.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
1053,178.441,582.604,1.0,262.589,589.357,1.0,275.815,555.993,1.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
1054,177.812,582.919,1.0,260.711,588.794,1.0,274.736,555.22,1.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
1055,177.853,583.039,1.0,262.953,590.069,1.0,274.937,556.751,1.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
1056,178.343,583.06,1.0,263.266,591.569,1.0,275.582,557.277,1.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
1057,178.708,584.114,1.0,263.893,592.0,1.0,275.918,557.589,1.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
1058,181.159,583.921,1.0,265.891,592.216,1.0,272.977,557.234,1.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
1059,181.423,584.254,1.0,263.745,591.877,1.0,274.407,557.235,1.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
1060,180.874,585.957,1.0,266.595,592.686,1.0,273.217,557.155,1.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
1061,179.957,585.912,1.0,264.767,590.936,1.0,272.459,558.337,1.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
1062,181.166,587.312,1.0,265.501,592.303,1.0,273.857,559.199,1.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
1063,182.62,588.89,1.0,267.013,593.602,1.0,274.343,557.327,1.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
1064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1066,,,,,,,,,,,,,186.894,595.95,1.0,267.274,590.715,1.0,274.846,557.705,1.0,,,0.0,,,,,,,,,,,,
1067,,,,,,,,,,,,,183.055,590.086,1.0,266.249,592.427,1.0,276.529,559.83,1.0,,,0.0,,,,,,,,,,,,
1068,,,,,,,,,,,,,182.347,587.021,1.0,263.894,592.785,1.0,276.704,560.085,1.0,,,0.0,,,,,,,,,,,,
1069,,,,,,,,,,,,,181.572,586.406,1.0,262.806,593.104,1.0,274.956,560.21,1.0,,,0.0,,,,,,,,,,,,
1070,,,,,,,,,,,,,179.945,584.751,1.0,262.8,594.995,1.0,274.655,558.095,1.0,,,0.0,,,,,,,,,,,,
1071,,,,,,,,,,,,,181.283,584.812,1.0,262.76,593.122,1.0,275.704,560.426,1.0,,,0.0,,,,,,,,,,,,
1072,,,,,,,,,,,,,181.376,584.342,1.0,261.574,590.946,1.0,272.947,558.245,1.0,,,0.0,,,,,,,,,,,,
1073,,,,,,,,,,,,,178.701,583.294,1.0,265.676,590.451,1.0,271.935,558.679,1.0,,,0.0,,,,,,,,,,,,
1074,,,,,,,,,,,,,179.266,582.236,1.0,265.005,589.926,1.0,271.612,558.589,1.0,,,0.0,,,,,,,,,,,,
1075,,,,,,,,,,,,,178.284,583.903,1.0,264.323,589.7,1.0,270.689,558.064,1.0,,,0.0,,,,,,,,,,,,
1076,,,,,,,,,,,,,178.75,583.211,1.0,263.814,590.609,1.0,270.865,558.82,1.0,,,0.0,,,,,,,,,,,,
1077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1078,,,,,,,,,,,,,176.44,588.375,1.0,260.554,588.311,1.0,274.654,557.268,1.0,,,0.0,,,,,,,,,,,,
1079,,,,,,,,,,,,,175.262,586.989,1.0,260.164,588.198,1.0,274.616,557.508,1.0,,,0.0,,,,,,,,,,,,
1080,,,,,,,,,,,,,174.878,587.209,1.0,259.863,588.138,1.0,274.586,557.767,1.0,,,0.0,,,,,,,,,,,,
1081,,,,,,,,,,,,,174.183,588.812,1.0,259.089,588.143,1.0,273.945,557.985,1.0,,,0.0,,,,,,,,,,,,
1082,,,,,,,,,,,,,175.085,590.003,1.0,257.721,589.375,1.0,273.481,557.779,1.0,,,0.0,,,,,,,,,,,,
1083,,,,,,,,,,,,,175.125,589.48,1.0,259.671,589.929,1.0,274.217,558.504,1.0,,,0.0,,,,,,,,,,,,
1084,,,,,,,,,,,,,177.3,591.515,1.0,258.545,589.398,1.0,273.752,557.781,1.0,,,0.0,,,,,,,,,,,,
1085,,,,,,,,,,,,,174.8,590.951,1.0,258.606,589.894,1.0,273.648,558.728,1.0,,,0.0,,,,,,,,,,,,
1086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1087,,,,,,,,,,,,,175.543,588.993,1.0,261.283,589.406,1.0,274.723,559.034,1.0,,,0.0,,,,,,,,,,,,
1088,,,,,,,,,,,,,175.715,589.592,1.0,260.896,590.172,1.0,274.906,559.233,1.0,,,0.0,,,,,,,,,,,,
1089,,,,,,,,,,,,,175.278,588.16,1.0,261.579,590.465,1.0,274.958,559.332,1.0,,,0.0,,,,,,,,,,,,
1090,,,,,,,,,,,,,176.039,589.054,1.0,261.597,588.916,1.0,275.003,558.34,1.0,,,0.0,,,,,,,,,,,,
1091,,,,,,,,,,,,,175.744,589.594,1.0,261.432,588.923,1.0,274.954,558.485,1.0,,,0.0,,,,,,,,,,,,
1092,,,,,,,,,,,,,175.709,588.111,1.0,261.776,589.422,1.0,274.753,558.999,1.0,,,0.0,,,,,,,,,,,,
1093,,,,,,,,,,,,,175.521,588.741,1.0,260.07,588.332,1.0,274.333,557.977,1.0,,,0.0,,,,,,,,,,,,
1094,,,,,,,,,,,,,174.077,588.297,1.0,258.82,588.96,1.0,273.725,558.642,1.0,,,0.0,,,,,,,,,,,,
1095,,,,,,,,,,,,,174.634,587.556,1.0,258.994,589.334,1.0,274.094,559.087,1.0,,,0.0,,,,,,,,,,,,
1096,,,,,,,,,,,,,175.818,588.587,1.0,261.416,588.88,1.0,274.386,558.431,1.0,,,0.0,,,,,,,,,,,,
1097,,,,,,,,,,,,,174.6,589.159,1.0,261.077,589.532,1.0,274.069,558.148,1.0,,,0.0,,,,,,,,,,,,
1098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1100,,,,,,,,,,,,,174.537,588.205,1.0,261.697,591.81,1.0,274.394,559.968,1.0,,,0.0,,,,,,,,,,,,
1101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1102,,,,,,,,,,,,,175.959,588.888,1.0,266.192,590.478,1.0,272.945,558.026,1.0,,,0.0,,,,,,,,,,,,
1103,,,,,,,,,,,,,176.843,590.998,1.0,265.622,595.607,1.0,274.655,555.586,1.0,,,0.0,,,,,,,,,,,,
1104,,,,,,,,,,,,,177.079,590.92,1.0,265.82,596.742,1.0,275.708,556.783,1.0,,,0.0,,,,,,,,,,,,
1105,,,,,,,,,,,,,175.952,589.217,1.0,264.191,588.171,1.0,275.898,557.712,1.0,,,0.0,,,,,,,,,,,,
1106,,,,,,,,,,,,,176.035,589.17,1.0,264.358,588.514,1.0,275.513,557.916,1.0,,,0.0,,,,,,,,,,,,
1107,,,,,,,,,,,,,174.135,588.673,1.0,261.68,591.553,1.0,274.622,559.228,1.0,,,0.0,,,,,,,,,,,,
1108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1109,174.94,588.9,1.0,263.867,591.424,1.0,275.196,559.324,1.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
1110,176.06,589.938,1.0,263.695,590.63,1.0,275.174,558.855,1.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
1111,174.991,588.972,1.0,264.179,590.964,1.0,275.232,559.227,1.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
1112,176.042,589.646,1.0,264.02,588.974,1.0,275.442,557.97,1.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
1113,174.377,590.331,1.0,262.673,590.347,1.0,274.844,559.14,1.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
1114,173.986,588.929,1.0,262.732,590.653,1.0,274.977,559.538,1.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
1115,174.034,589.093,1.0,262.677,590.311,1.0,274.832,559.317,1.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
1116,173.481,589.655,1.0,262.463,592.291,1.0,274.728,560.17,1.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
1117,174.287,589.295,1.0,263.784,592.374,1.0,274.82,560.799,1.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
1118,176.585,589.111,1.0,266.01,591.277,1.0,271.143,558.704,1.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
1119,177.723,589.911,1.0,266.223,591.217,1.0,270.952,558.459,1.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
1120,175.752,588.435,1.0,260.671,594.508,1.0,272.03,559.035,1.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
1121,175.948,588.868,1.0,265.175,591.266,1.0,270.75,558.655,1.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
1122,174.482,590.936,1.0,263.083,592.196,1.0,274.531,560.778,1.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
1123,175.066,590.784,1.0,263.262,591.354,1.0,275.128,560.677,1.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
1124,175.079,590.517,1.0,264.558,589.32,1.0,275.338,558.221,1.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
1125,175.84,591.483,1.0,264.186,589.531,1.0,275.575,557.737,1.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
1126,176.255,590.702,1.0,264.174,589.0,1.0,275.772,558.022,1.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
1127,175.274,588.509,1.0,264.297,590.063,1.0,275.687,558.742,1.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
1128,175.406,587.667,1.0,263.833,590.566,1.0,275.565,558.909,1.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
1129,174.809,588.811,1.0,262.711,591.064,1.0,274.938,559.458,1.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
1130,174.51,588.269,1.0,264.214,591.952,1.0,275.399,560.023,1.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
1131,175.727,588.226,1.0,260.241,592.678,1.0,271.389,557.402,1.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
1132,176.517,590.429,1.0,266.473,590.198,1.0,275.294,558.333,1.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
1133,175.942,589.621,1.0,266.473,591.035,1.0,271.153,558.196,1.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
1134,175.259,589.161,1.0,266.077,590.015,1.0,270.728,556.962,1.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
1135,175.038,589.914,1.0,263.733,590.669,1.0,274.69,558.65,1.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
1136,174.228,589.164,1.0,263.789,590.965,1.0,274.928,558.61,1.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
1137,176.113,588.92,1.0,264.445,589.116,1.0,274.739,558.308,1.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
1138,175.709,589.395,1.0,262.583,589.389,1.0,274.08,557.952,1.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
1139,175.222,589.186,1.0,264.561,591.757,1.0,274.777,560.504,1.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
1140,176.255,588.697,1.0,265.461,592.981,1.0,271.292,560.126,1.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
1141,177.089,589.159,1.0,265.855,591.984,1.0,270.574,559.221,1.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
1142,175.598,589.965,1.0,266.059,593.298,1.0,270.579,559.991,1.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
1143,175.85,588.848,1.0,260.329,595.892,1.0,272.013,559.973,1.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
1144,176.675,588.866,1.0,260.868,595.44,1.0,272.072,559.546,1.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
1145,176.225,589.535,1.0,260.458,595.789,1.0,271.232,559.844,1.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
1146,175.228,588.936,1.0,260.789,595.842,1.0,271.902,560.058,1.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
1147,175.713,588.774,1.0,260.404,594.992,1.0,272.584,559.397,1.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
1148,174.159,589.945,1.0,265.28,592.753,1.0,270.519,559.833,1.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
1149,173.985,589.682,1.0,263.884,592.063,1.0,274.672,560.754,1.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
1150,174.112,589.759,1.0,264.12,591.122,1.0,274.689,559.951,1.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
1151,174.489,591.495,1.0,264.774,591.458,1.0,274.94,560.258,1.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
1152,175.342,591.506,1.0,266.522,592.067,1.0,275.093,560.532,1.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
1153,175.332,591.117,1.0,263.096,593.787,1.0,272.02,557.269,1.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
1154,175.579,590.723,1.0,264.488,593.614,1.0,272.923,556.839,1.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
1155,176.331,592.077,1.0,264.33,593.783,1.0,273.323,560.177,1.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
