scorer,DLC_dlcrnetms5_Final Apr5shuffle0_10000,DLC_dlcrnetms5_Final Apr5shuffle0_10000,DLC_dlcrnetms5_Final Apr5shuffle0_10000,DLC_dlcrnetms5_Final Apr5shuffle0_10000,DLC_dlcrnetms5_Final Apr5shuffle0_10000,DLC_dlcrnetms5_Final Apr5shuffle0_10000,DLC_dlcrnetms5_Final Apr5shuffle0_10000,DLC_dlcrnetms5_Final Apr5shuffle0_10000,DLC_dlcrnetms5_Final Apr5shuffle0_10000,DLC_dlcrnetms5_Final Apr5shuffle0_10000,DLC_dlcrnetms5_Final Apr5shuffle0_10000,DLC_dlcrnetms5_Final Apr5shuffle0_10000,DLC_dlcrnetms5_Final Apr5shuffle0_10000,DLC_dlcrnetms5_Final Apr5shuffle0_10000,DLC_dlcrnetms5_Final Apr5shuffle0_10000,DLC_dlcrnetms5_Final Apr5shuffle0_10000,DLC_dlcrnetms5_Final Apr5shuffle0_10000,DLC_dlcrnetms5_Final Apr5shuffle0_10000,DLC_dlcrnetms5_Final Apr5shuffle0_10000,DLC_dlcrnetms5_Final Apr5shuffle0_10000,DLC_dlcrnetms5_Final Apr5shuffle0_10000,DLC_dlcrnetms5_Final Apr5shuffle0_10000,DLC_dlcrnetms5_Final Apr5shuffle0_10000,DLC_dlcrnetms5_Final Apr5shuffle0_10000,DLC_dlcrnetms5_Final Apr5shuffle0_10000,DLC_dlcrnetms5_Final Apr5shuffle0_10000,DLC_dlcrnetms5_Final Apr5shuffle0_10000,DLC_dlcrnetms5_Final Apr5shuffle0_10000,DLC_dlcrnetms5_Final Apr5shuffle0_10000,DLC_dlcrnetms5_Final Apr5shuffle0_10000,DLC_dlcrnetms5_Final Apr5shuffle0_10000,DLC_dlcrnetms5_Final Apr5shuffle0_10000,DLC_dlcrnetms5_Final Apr5shuffle0_10000,DLC_dlcrnetms5_Final Apr5shuffle0_10000,DLC_dlcrnetms5_Final Apr5shuffle0_10000,DLC_dlcrnetms5_Final Apr5shuffle0_10000
individuals,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual3,individual3,individual3,individual3,individual3,individual3,individual3,individual3,individual3,individual3,individual3,individual3
bodyparts,snout,snout,snout,leftear,leftear,leftear,rightear,rightear,rightear,tailbase,tailbase,tailbase,snout,snout,snout,leftear,leftear,leftear,rightear,rightear,rightear,tailbase,tailbase,tailbase,snout,snout,snout,leftear,leftear,leftear,rightear,rightear,rightear,tailbase,tailbase,tailbase
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
32722,,,,,,,,,,,,,238.766,385.708,0.9580000042915344,311.651,348.987,0.9449999928474426,279.104,362.403,0.9990000128746033,,,0.0,,,,,,,,,,,,
32723,,,,,,,,,,,,,240.192,388.705,0.9710000157356262,277.204,346.67,0.9980000257492065,280.99,362.76,1.0,,,0.0,,,,,,,,,,,,
32724,,,,,,,,,,,,,241.431,393.257,0.9819999933242798,314.868,354.137,0.9610000252723694,283.435,365.027,0.9990000128746033,,,0.0,,,,,,,,,,,,
32725,,,,,,,,,,,,,242.886,403.573,0.7289999723434448,283.658,355.61,0.9990000128746033,286.714,375.991,1.0,,,0.0,,,,,,,,,,,,
32726,525.505,196.071,0.7210000157356262,603.424,192.841,1.0,580.54,170.417,1.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
32727,269.459,457.822,1.0,284.785,389.226,0.9700000286102295,292.628,381.345,1.0,435.587,486.664,0.9980000257492065,,,,,,,,,,,,,,,,,,,,,,,,
32728,273.586,472.201,1.0,293.103,404.455,0.9610000252723694,294.051,388.389,1.0,437.478,485.563,0.28600001335144043,,,,,,,,,,,,,,,,,,,,,,,,
32729,278.08,474.698,1.0,301.034,412.168,0.9440000057220459,286.934,396.871,1.0,441.973,484.256,0.5320000052452087,,,,,,,,,,,,,,,,,,,,,,,,
32730,286.438,497.898,0.968999981880188,293.662,427.852,0.9559999704360962,288.237,406.349,1.0,442.599,484.398,0.23899999260902405,,,,,,,,,,,,,,,,,,,,,,,,
32731,289.833,506.383,0.996999979019165,299.976,427.631,0.953000009059906,287.165,411.184,1.0,436.169,500.414,0.13199999928474426,,,,,,,,,,,,,,,,,,,,,,,,
32732,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32733,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32734,431.679,528.875,1.0,481.931,482.742,0.949999988079071,483.048,461.057,1.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
32735,275.7,475.9,0.9990000128746033,304.628,386.921,0.9229999780654907,295.51,404.095,1.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
32736,290.053,485.506,0.9940000176429749,307.119,403.292,0.9860000014305115,282.95,393.885,0.9980000257492065,290.625,476.623,0.1420000046491623,,,,,,,,,,,,,,,,,,,,,,,,
32737,291.618,460.02,0.45500001311302185,331.476,388.033,0.9810000061988831,279.518,396.251,1.0,442.69,427.42,0.9909999966621399,,,,,,,,,,,,,,,,,,,,,,,,
32738,286.494,417.529,0.7099999785423279,339.822,385.581,0.9940000176429749,280.444,396.523,1.0,436.417,420.766,0.11999999731779099,,,,,,,,,,,,,,,,,,,,,,,,
32739,286.078,417.177,0.7110000252723694,345.166,386.074,0.9959999918937683,280.412,397.349,1.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
32740,,,0.0,345.936,386.408,0.9990000128746033,282.352,396.861,0.9990000128746033,442.264,413.946,0.35600000619888306,,,,,,,,,,,,,,,,,,,,,,,,
32741,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32742,302.454,476.263,0.890999972820282,344.931,386.936,0.984000027179718,289.096,396.786,1.0,698.735,468.533,0.9739999771118164,414.268,516.726,0.9869999885559082,473.603,403.533,0.675000011920929,469.91,403.499,0.9459999799728394,,,0.0,,,,,,,,,,,,
32743,302.446,489.219,0.9900000095367432,340.672,395.517,0.9959999918937683,287.771,396.521,1.0,435.161,412.57,0.7509999871253967,417.625,516.463,0.9990000128746033,468.169,403.018,0.753000020980835,450.569,444.123,0.9369999766349792,,,0.0,,,,,,,,,,,,
32744,431.171,411.055,0.890999972820282,435.971,458.096,0.7049999833106995,440.541,453.241,0.9990000128746033,,,0.0,413.592,516.104,0.9509999752044678,332.223,405.077,0.9990000128746033,287.926,405.422,1.0,692.719,468.402,0.996999979019165,,,,,,,,,,,,
32745,431.099,410.349,0.9819999933242798,432.826,437.484,0.9810000061988831,427.215,456.854,0.9990000128746033,,,0.0,290.902,466.681,0.9850000143051147,330.461,410.082,0.9950000047683716,283.96,408.015,0.9990000128746033,427.388,397.269,0.30799999833106995,,,,,,,,,,,,
32746,289.365,467.648,0.9950000047683716,319.12,419.545,0.9850000143051147,281.333,410.174,1.0,673.598,474.042,0.9990000128746033,429.4,412.13,0.8899999856948853,426.906,436.532,0.968999981880188,325.22,418.691,0.9919999837875366,,,0.0,,,,,,,,,,,,
32747,,,0.0,419.333,426.225,0.9399999976158142,327.458,418.835,0.9660000205039978,660.364,474.895,0.9990000128746033,285.734,426.249,0.8809999823570251,325.815,419.087,0.9990000128746033,282.343,408.821,0.9990000128746033,,,0.0,,,,,,,,,,,,
32748,403.768,410.857,0.1459999978542328,411.558,474.76,0.5519999861717224,327.869,418.531,0.9990000128746033,,,0.0,286.272,469.739,1.0,306.445,412.118,0.996999979019165,282.062,409.591,0.996999979019165,,,0.0,,,,,,,,,,,,
32749,357.109,517.908,0.7260000109672546,405.29,411.527,0.9980000257492065,326.629,418.807,0.9990000128746033,,,0.0,286.739,469.804,0.9980000257492065,306.367,416.685,0.9980000257492065,274.908,412.336,1.0,,,0.0,,,,,,,,,,,,
32750,397.972,436.779,0.6809999942779541,393.842,418.166,0.9810000061988831,388.27,458.671,1.0,,,0.0,286.897,473.216,0.9929999709129333,318.09,425.511,0.9810000061988831,276.061,413.54,1.0,642.862,474.608,0.9990000128746033,,,,,,,,,,,,
32751,,,,,,,,,,,,,287.59,472.155,1.0,314.745,425.144,0.9980000257492065,281.939,422.606,0.9990000128746033,,,0.0,,,,,,,,,,,,
32752,306.722,523.853,0.9330000281333923,377.823,444.444,0.9729999899864197,373.411,468.197,1.0,435.075,412.27,0.6850000023841858,286.484,472.91,0.9980000257492065,310.514,434.732,0.9990000128746033,273.228,428.289,1.0,,,0.0,,,,,,,,,,,,
32753,,,0.0,372.566,443.212,0.9900000095367432,360.652,468.26,0.9959999918937683,435.629,412.906,0.8420000076293945,276.428,467.406,0.9929999709129333,310.049,436.257,0.9990000128746033,274.657,429.557,0.9980000257492065,,,0.0,,,,,,,,,,,,
32754,,,,,,,,,,,,,275.05,488.66,1.0,308.623,435.068,0.9599999785423279,274.504,436.052,0.9959999918937683,,,0.0,,,,,,,,,,,,
32755,,,,,,,,,,,,,240.689,502.513,1.0,275.816,432.395,0.9980000257492065,266.069,430.067,0.9769999980926514,,,0.0,,,,,,,,,,,,
32756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32758,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32760,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32761,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32762,285.9,454.952,0.9909999966621399,343.982,421.27,0.9990000128746033,291.498,428.906,0.25999999046325684,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
32763,286.607,449.237,0.9919999837875366,323.868,419.795,0.921999990940094,281.126,424.339,0.9980000257492065,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
32764,286.598,449.325,0.9909999966621399,314.757,418.825,0.9340000152587891,282.585,424.237,0.9980000257492065,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
32765,320.759,522.756,0.9959999918937683,340.907,436.291,0.9919999837875366,339.024,427.323,0.9070000052452087,251.731,396.815,0.1459999978542328,,,,,,,,,,,,,,,,,,,,,,,,
32766,322.498,522.942,0.9990000128746033,340.464,426.92,0.8510000109672546,289.987,426.432,0.9950000047683716,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
32767,333.168,410.736,0.4230000078678131,344.932,430.133,1.0,281.344,413.258,0.9959999918937683,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
32768,334.643,523.133,0.9480000138282776,346.231,423.837,1.0,300.256,428.669,0.12800000607967377,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
32769,321.789,523.064,0.9890000224113464,294.578,428.804,0.9810000061988831,345.325,433.894,0.8600000143051147,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
32770,322.759,523.011,0.9919999837875366,352.981,419.605,0.9670000076293945,344.274,427.794,0.9980000257492065,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
32771,303.171,470.221,0.9990000128746033,303.517,420.303,0.9710000157356262,346.753,428.665,0.46299999952316284,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
32772,303.336,469.464,0.9990000128746033,346.418,416.646,1.0,291.1,413.473,1.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
32773,305.767,476.445,0.996999979019165,360.921,403.103,1.0,298.761,403.627,0.996999979019165,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
32774,302.359,404.28,0.949999988079071,307.599,395.588,0.7599999904632568,305.698,388.64,0.8659999966621399,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
32775,340.218,467.99,0.7490000128746033,373.327,371.528,0.3930000066757202,306.818,372.828,0.9269999861717224,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
32776,322.564,458.055,1.0,371.386,467.373,0.34200000762939453,348.011,420.102,0.9980000257492065,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
32777,333.149,456.052,0.9990000128746033,371.98,427.276,0.23600000143051147,371.987,420.501,0.2160000056028366,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
32778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32779,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32780,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32781,350.406,420.299,0.9470000267028809,346.573,308.277,0.41600000858306885,344.703,323.116,0.9990000128746033,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
32782,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32783,413.335,295.5,0.9649999737739563,409.177,291.774,0.5329999923706055,364.081,300.567,0.22200000286102295,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
32784,468.288,324.115,0.7680000066757202,408.92,291.286,0.8420000076293945,385.162,316.055,0.8830000162124634,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
32785,500.11,331.182,0.5870000123977661,418.357,291.601,0.9829999804496765,410.67,314.329,0.9959999918937683,377.002,475.668,0.7620000243186951,,,,,,,,,,,,,,,,,,,,,,,,
32786,531.579,339.628,0.9150000214576721,505.03,302.186,0.9990000128746033,438.267,320.695,1.0,374.534,471.268,0.996999979019165,,,,,,,,,,,,,,,,,,,,,,,,
32787,562.649,340.525,0.902999997138977,521.274,308.852,0.921999990940094,458.024,329.916,0.996999979019165,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
32788,578.23,348.524,0.9959999918937683,533.683,301.322,1.0,473.947,328.696,1.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
32789,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32790,,,0.0,546.465,274.123,1.0,501.33,307.441,0.9950000047683716,442.766,492.725,0.1679999977350235,,,,,,,,,,,,,,,,,,,,,,,,
32791,525.797,276.161,0.14800000190734863,552.515,264.336,1.0,503.83,296.542,0.9990000128746033,442.798,483.975,0.1550000011920929,,,,,,,,,,,,,,,,,,,,,,,,
32792,637.533,251.473,0.46700000762939453,549.682,255.798,1.0,505.671,292.954,1.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
32793,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32794,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32795,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32796,620.351,338.947,0.19599999487400055,539.847,214.015,1.0,498.445,243.518,1.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
32797,622.992,193.964,1.0,532.116,207.527,0.9990000128746033,503.498,233.56,1.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
32798,622.246,184.93,0.9990000128746033,500.84,205.749,0.6800000071525574,501.52,220.194,0.9990000128746033,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
32799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32801,621.991,137.778,0.9470000267028809,539.467,147.925,0.996999979019165,514.143,187.912,0.3109999895095825,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
32802,605.04,131.185,0.9330000281333923,531.063,146.23,0.9959999918937683,508.913,187.268,0.8999999761581421,394.657,203.452,1.0,,,,,,,,,,,,,,,,,,,,,,,,
32803,609.1,121.733,0.9980000257492065,540.155,140.762,0.9940000176429749,547.523,147.228,0.11100000143051147,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
32804,596.719,102.76,1.0,516.081,156.097,0.7820000052452087,507.075,173.094,0.9779999852180481,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
32805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32807,596.331,93.004,1.0,523.23,163.043,0.8740000128746033,547.434,171.846,0.8479999899864197,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
32808,607.799,97.136,1.0,601.444,189.792,0.972000002861023,563.638,171.397,0.9800000190734863,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
32809,619.183,104.663,0.9990000128746033,532.161,147.048,0.9869999885559082,523.993,157.056,0.210999995470047,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
32810,624.347,105.989,1.0,532.137,146.179,0.9990000128746033,532.309,164.268,0.5550000071525574,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
32811,620.472,106.98,1.0,603.289,189.524,0.6430000066757202,566.427,180.268,0.9990000128746033,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
32812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32813,589.871,211.044,0.49000000953674316,600.601,194.394,0.9990000128746033,570.44,187.033,0.9039999842643738,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
32814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32816,596.302,123.295,0.6470000147819519,565.867,124.584,0.9980000257492065,565.47,151.033,1.0,,,0.0,596.302,123.295,0.6470000147819519,565.867,124.584,0.9980000257492065,565.47,151.033,1.0,,,0.0,,,,,,,,,,,,
32817,589.519,122.275,0.9729999899864197,554.893,141.758,0.824999988079071,561.598,166.465,0.9990000128746033,,,0.0,589.519,122.275,0.9729999899864197,554.893,141.758,0.824999988079071,561.598,166.465,0.9990000128746033,,,0.0,,,,,,,,,,,,
32818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32819,595.648,235.151,1.0,580.625,201.982,0.699999988079071,573.384,220.665,0.6769999861717224,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
32820,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32821,548.187,115.996,0.6290000081062317,537.047,109.714,0.8960000276565552,531.786,171.878,0.4620000123977661,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
32822,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32826,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32827,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32828,527.22,100.438,0.9980000257492065,483.489,148.337,0.46399998664855957,484.205,148.02,0.43799999356269836,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
32829,528.784,101.322,0.9980000257492065,491.39,131.666,0.13500000536441803,492.164,132.158,0.1850000023841858,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
32830,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32831,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32832,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32834,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32835,558.826,73.134,0.9869999885559082,500.022,121.894,0.4690000116825104,483.869,141.22,0.4359999895095825,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
32836,571.818,74.282,0.9990000128746033,506.209,140.12,0.8820000290870667,498.592,156.694,0.9869999885559082,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
32837,572.243,72.958,0.9959999918937683,505.852,140.865,0.8600000143051147,500.259,156.667,0.32600000500679016,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
32838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32839,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32840,563.693,73.064,0.9990000128746033,499.241,170.173,0.8149999976158142,491.807,164.365,0.9940000176429749,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
32841,508.776,132.458,0.9649999737739563,497.955,170.549,0.9700000286102295,491.662,163.904,0.8930000066757202,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
32842,508.724,120.29,0.9810000061988831,491.233,172.292,0.9990000128746033,468.079,156.545,0.24300000071525574,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
32843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32847,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32849,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32850,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32851,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32853,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32859,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32860,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32861,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32862,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32863,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32865,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32866,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32868,,,0.0,330.392,211.484,0.609000027179718,353.361,204.443,0.9810000061988831,500.862,203.231,0.9990000128746033,,,,,,,,,,,,,,,,,,,,,,,,
32869,,,0.0,314.775,195.465,0.8600000143051147,354.842,192.921,1.0,490.415,212.234,0.3330000042915344,,,,,,,,,,,,,,,,,,,,,,,,
32870,454.676,556.494,0.9750000238418579,530.553,459.624,1.0,523.757,467.566,0.23999999463558197,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
32871,450.117,544.89,1.0,522.834,446.899,1.0,508.699,460.883,0.13500000536441803,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
32872,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32873,525.799,443.404,0.22499999403953552,499.742,394.915,0.9900000095367432,484.459,379.883,0.9980000257492065,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
32874,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32877,564.177,484.061,0.7749999761581421,550.234,397.192,0.8489999771118164,498.165,423.178,1.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
32878,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32879,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32880,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32881,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32882,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32884,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32890,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32891,606.031,506.049,0.972000002861023,597.633,402.422,0.996999979019165,564.879,424.548,1.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
32892,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32893,606.348,506.379,0.9279999732971191,586.176,412.922,0.6259999871253967,562.107,425.487,1.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
32894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32895,594.191,507.865,0.949999988079071,572.86,403.721,0.9929999709129333,565.423,420.336,0.996999979019165,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
32896,531.919,419.696,0.33000001311302185,596.454,407.941,0.9959999918937683,565.543,426.446,0.9980000257492065,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
32897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32898,478.087,218.651,0.7950000166893005,500.134,179.223,0.9990000128746033,497.459,188.053,0.6579999923706055,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
32899,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32901,557.383,106.1,0.996999979019165,533.271,123.867,0.8880000114440918,539.583,196.285,1.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
32902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32909,,,,,,,,,,,,,258.541,524.373,1.0,314.598,453.687,0.9959999918937683,317.431,482.918,0.875,,,0.0,,,,,,,,,,,,
32910,,,,,,,,,,,,,254.684,520.234,0.996999979019165,304.873,486.901,0.9940000176429749,297.613,458.916,0.9860000014305115,,,0.0,,,,,,,,,,,,
32911,,,,,,,,,,,,,241.061,531.578,0.9940000176429749,292.962,442.944,0.9959999918937683,283.929,429.399,0.6190000176429749,,,0.0,,,,,,,,,,,,
32912,,,,,,,,,,,,,219.784,529.308,1.0,273.792,436.155,0.9369999766349792,265.826,465.579,0.9869999885559082,,,0.0,,,,,,,,,,,,
32913,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32914,,,,,,,,,,,,,147.486,516.501,1.0,130.448,492.652,0.9789999723434448,209.994,444.549,1.0,,,0.0,,,,,,,,,,,,
32915,,,,,,,,,,,,,124.133,503.723,0.9959999918937683,190.932,436.209,0.8970000147819519,187.258,445.436,0.9860000014305115,,,0.0,,,,,,,,,,,,
32916,,,,,,,,,,,,,94.049,498.092,1.0,163.256,419.747,0.800000011920929,155.006,445.795,0.9980000257492065,,,0.0,,,,,,,,,,,,
